filename: frame000230_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.45454809648358036	area_occluded_relative_to_gtbox: 0.45454809648358036	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000227_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.07997557997557997	area_occluded_relative_to_gtbox: 0.015330348663681997	high_attention_area_occluded_slc: 0.34679826346493015	quadrants: ['2', '3', '4']
filename: frame000227_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.07997557997557997	area_occluded_relative_to_gtbox: 0.02821869488536155	high_attention_area_occluded_slc: 0.17436575769909105	quadrants: ['3', '4']
filename: frame000227_rgb.pngbbox0	sequence: small0 small1 small2	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.07997557997557997	area_occluded_relative_to_gtbox: 0.051756885090218425	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000227_rgb.pngbbox0	sequence: small0 small1 small2	success: False	combination: small0 small2	high_attention_area_without_occlussion_slc: 0.07997557997557997	area_occluded_relative_to_gtbox: 0.06464523131189798	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000227_rgb.pngbbox0	sequence: small0 small1 small2	success: False	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.07997557997557997	area_occluded_relative_to_gtbox: 0.06708723375390042	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000227_rgb.pngbbox0	sequence: small0 small1 small2	success: False	combination: small0 small1 small2	high_attention_area_without_occlussion_slc: 0.07997557997557997	area_occluded_relative_to_gtbox: 0.07997557997557998	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000322_rgb.pngbbox0	sequence: big0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.396914613728773	area_occluded_relative_to_gtbox: 0.010464003826835684	high_attention_area_occluded_slc: 0.48600813202583115	quadrants: ['1', '2', '3', '4']
filename: frame000322_rgb.pngbbox0	sequence: big0 small1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.396914613728773	area_occluded_relative_to_gtbox: 0.38645060990193736	high_attention_area_occluded_slc: 0	quadrants: ['1']
filename: frame000322_rgb.pngbbox0	sequence: big0 small1	success: False	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.396914613728773	area_occluded_relative_to_gtbox: 0.39691461372877307	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000270_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4559107487663592	area_occluded_relative_to_gtbox: 0.4559107487663592	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000228_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.49106759162625085	area_occluded_relative_to_gtbox: 0.49106759162625085	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000262_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.38039269911504425	area_occluded_relative_to_gtbox: 0.38039269911504425	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000233_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.44954648526077096	area_occluded_relative_to_gtbox: 0.44954648526077096	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000202_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6311688311688312	area_occluded_relative_to_gtbox: 0.6311688311688312	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000487_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.03622822519565766	area_occluded_relative_to_gtbox: 0.011007321383489019	high_attention_area_occluded_slc: 0.019691996970462006	quadrants: ['2', '4']
filename: frame000487_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.03622822519565766	area_occluded_relative_to_gtbox: 0.025220903812168644	high_attention_area_occluded_slc: 0.3534208533198687	quadrants: ['1']
filename: frame000487_rgb.pngbbox0	sequence: small0 small1	success: False	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.03622822519565766	area_occluded_relative_to_gtbox: 0.03622822519565766	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000471_rgb.pngbbox0	sequence: small0 big1 small2	success: False	combination: small2	high_attention_area_without_occlussion_slc: 0.1801047280744733	area_occluded_relative_to_gtbox: 0.04205965213130818	high_attention_area_occluded_slc: 0	quadrants: ['2', '3']
filename: frame000471_rgb.pngbbox0	sequence: small0 big1 small2	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.1801047280744733	area_occluded_relative_to_gtbox: 0.09304568838804507	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000471_rgb.pngbbox0	sequence: small0 big1 small2	success: False	combination: big1 small2	high_attention_area_without_occlussion_slc: 0.1801047280744733	area_occluded_relative_to_gtbox: 0.13510534051935325	high_attention_area_occluded_slc: 0	quadrants: ['3']
filename: frame000471_rgb.pngbbox0	sequence: small0 big1 small2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.1801047280744733	area_occluded_relative_to_gtbox: 0.04499938755512004	high_attention_area_occluded_slc: 0.1675955414012739	quadrants: ['1', '2']
filename: frame000471_rgb.pngbbox0	sequence: small0 big1 small2	success: False	combination: small0 small2	high_attention_area_without_occlussion_slc: 0.1801047280744733	area_occluded_relative_to_gtbox: 0.08705903968642822	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000471_rgb.pngbbox0	sequence: small0 big1 small2	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.1801047280744733	area_occluded_relative_to_gtbox: 0.13804507594316512	high_attention_area_occluded_slc: 0	quadrants: ['1']
filename: frame000471_rgb.pngbbox0	sequence: small0 big1 small2	success: False	combination: small0 big1 small2	high_attention_area_without_occlussion_slc: 0.1801047280744733	area_occluded_relative_to_gtbox: 0.1801047280744733	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000215_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4795117163538216	area_occluded_relative_to_gtbox: 0.4795117163538216	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000177_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.49808540264562545	area_occluded_relative_to_gtbox: 0.3870387560919007	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000177_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.49808540264562545	area_occluded_relative_to_gtbox: 0.11104664655372476	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000177_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.49808540264562545	area_occluded_relative_to_gtbox: 0.49808540264562545	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000122_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.521882318501171	area_occluded_relative_to_gtbox: 0.521882318501171	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000320_rgb.pngbbox0	sequence: big0 small1 small2	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.13964562569213732	area_occluded_relative_to_gtbox: 0.012757475083056479	high_attention_area_occluded_slc: 0.19550387596899224	quadrants: ['2', '3', '4']
filename: frame000320_rgb.pngbbox0	sequence: big0 small1 small2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.13964562569213732	area_occluded_relative_to_gtbox: 0.011029900332225914	high_attention_area_occluded_slc: 0.14775193798449612	quadrants: ['1', '3', '4']
filename: frame000320_rgb.pngbbox0	sequence: big0 small1 small2	success: True	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.13964562569213732	area_occluded_relative_to_gtbox: 0.02378737541528239	high_attention_area_occluded_slc: 0.15457364341085272	quadrants: ['3', '4']
filename: frame000320_rgb.pngbbox0	sequence: big0 small1 small2	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.13964562569213732	area_occluded_relative_to_gtbox: 0.11585825027685492	high_attention_area_occluded_slc: 0	quadrants: ['1', '2']
filename: frame000320_rgb.pngbbox0	sequence: big0 small1 small2	success: False	combination: big0 small2	high_attention_area_without_occlussion_slc: 0.13964562569213732	area_occluded_relative_to_gtbox: 0.1286157253599114	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000320_rgb.pngbbox0	sequence: big0 small1 small2	success: False	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.13964562569213732	area_occluded_relative_to_gtbox: 0.12688815060908085	high_attention_area_occluded_slc: 0	quadrants: ['1']
filename: frame000320_rgb.pngbbox0	sequence: big0 small1 small2	success: False	combination: big0 small1 small2	high_attention_area_without_occlussion_slc: 0.13964562569213732	area_occluded_relative_to_gtbox: 0.13964562569213732	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000465_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.2926342072409488	area_occluded_relative_to_gtbox: 0.19607990012484394	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000465_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.2926342072409488	area_occluded_relative_to_gtbox: 0.09655430711610487	high_attention_area_occluded_slc: 0.13792759051186018	quadrants: ['1', '2']
filename: frame000465_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.2926342072409488	area_occluded_relative_to_gtbox: 0.2926342072409488	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: small3	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.02067706277141729	high_attention_area_occluded_slc: 0.15579352546387681	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.02937228582708251	high_attention_area_occluded_slc: 0.05213185945519147	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: small2 small3	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.0500493485984998	high_attention_area_occluded_slc: 0.12196999605211212	quadrants: ['1', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.020904066324516385	high_attention_area_occluded_slc: 0.20251677852348993	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: small1 small3	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.04158112909593367	high_attention_area_occluded_slc: 0.17949072246348205	quadrants: ['2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.050276352151598896	high_attention_area_occluded_slc: 0.09340702724042638	quadrants: ['1', '2', '3', '4']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: small1 small2 small3	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.07095341492301618	high_attention_area_occluded_slc: 0.12272996446900908	quadrants: ['3', '4']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.09494670351362021	high_attention_area_occluded_slc: 0.1434465061192262	quadrants: ['1', '2', '3']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: big0 small3	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.1156237662850375	high_attention_area_occluded_slc: 0.1371496249506514	quadrants: ['1', '2', '3']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: big0 small2	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.12431898934070272	high_attention_area_occluded_slc: 0.040199368337939204	quadrants: ['1', '2', '3']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: False	combination: big0 small2 small3	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.14499605211212002	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: True	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.1158507698381366	high_attention_area_occluded_slc: 0.07180221081721279	quadrants: ['1', '2']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: False	combination: big0 small1 small3	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.1365278326095539	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: False	combination: big0 small1 small2	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.1452230556652191	high_attention_area_occluded_slc: 0	quadrants: ['1', '2']
filename: frame000350_rgb.pngbbox0	sequence: big0 small1 small2 small3	success: False	combination: big0 small1 small2 small3	high_attention_area_without_occlussion_slc: 0.1659001184366364	area_occluded_relative_to_gtbox: 0.16590011843663638	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000213_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.12025278180938559	area_occluded_relative_to_gtbox: 0.07976536042573779	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000213_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.12025278180938559	area_occluded_relative_to_gtbox: 0.0404874213836478	high_attention_area_occluded_slc: 0.3585812772133527	quadrants: ['1', '3']
filename: frame000213_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.12025278180938559	area_occluded_relative_to_gtbox: 0.12025278180938559	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000520_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.3305084745762712	area_occluded_relative_to_gtbox: 0.31288955713504646	high_attention_area_occluded_slc: 0	quadrants: ['3']
filename: frame000520_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.3305084745762712	area_occluded_relative_to_gtbox: 0.017618917441224714	high_attention_area_occluded_slc: 0.25799617277200654	quadrants: ['1', '2', '3', '4']
filename: frame000520_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.3305084745762712	area_occluded_relative_to_gtbox: 0.3305084745762712	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000499_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.21817211189408497	area_occluded_relative_to_gtbox: 0.19617766389066837	high_attention_area_occluded_slc: 0	quadrants: ['2']
filename: frame000499_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.21817211189408497	area_occluded_relative_to_gtbox: 0.021994448003416614	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000499_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.21817211189408497	area_occluded_relative_to_gtbox: 0.21817211189408497	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000195_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6548092209856916	area_occluded_relative_to_gtbox: 0.6548092209856916	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000428_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5022160664819945	area_occluded_relative_to_gtbox: 0.5022160664819945	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000061_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5282512626262627	area_occluded_relative_to_gtbox: 0.5282512626262627	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000488_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.03699290060851927	area_occluded_relative_to_gtbox: 0.011587221095334686	high_attention_area_occluded_slc: 0.04175963488843813	quadrants: ['2', '4']
filename: frame000488_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.03699290060851927	area_occluded_relative_to_gtbox: 0.025405679513184586	high_attention_area_occluded_slc: 0.4337474645030426	quadrants: ['1']
filename: frame000488_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.03699290060851927	area_occluded_relative_to_gtbox: 0.03699290060851927	high_attention_area_occluded_slc: 0.07789046653144016	quadrants: []
filename: frame000133_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6764240506329114	area_occluded_relative_to_gtbox: 0.6764240506329114	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000434_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5406399046104928	area_occluded_relative_to_gtbox: 0.5406399046104928	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000332_rgb.pngbbox0	sequence: big0 big1 small2	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.2346742691532258	area_occluded_relative_to_gtbox: 0.009545110887096774	high_attention_area_occluded_slc: 0.3077116935483871	quadrants: ['1', '2', '3', '4']
filename: frame000332_rgb.pngbbox0	sequence: big0 big1 small2	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.2346742691532258	area_occluded_relative_to_gtbox: 0.06394909274193548	high_attention_area_occluded_slc: 0.24021862399193547	quadrants: ['1', '2', '3', '4']
filename: frame000332_rgb.pngbbox0	sequence: big0 big1 small2	success: True	combination: big1 small2	high_attention_area_without_occlussion_slc: 0.2346742691532258	area_occluded_relative_to_gtbox: 0.07349420362903225	high_attention_area_occluded_slc: 0.19332787298387097	quadrants: ['1', '2', '3', '4']
filename: frame000332_rgb.pngbbox0	sequence: big0 big1 small2	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.2346742691532258	area_occluded_relative_to_gtbox: 0.16118006552419356	high_attention_area_occluded_slc: 0	quadrants: ['1', '2']
filename: frame000332_rgb.pngbbox0	sequence: big0 big1 small2	success: False	combination: big0 small2	high_attention_area_without_occlussion_slc: 0.2346742691532258	area_occluded_relative_to_gtbox: 0.17072517641129034	high_attention_area_occluded_slc: 0	quadrants: ['1', '2']
filename: frame000332_rgb.pngbbox0	sequence: big0 big1 small2	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.2346742691532258	area_occluded_relative_to_gtbox: 0.22512915826612906	high_attention_area_occluded_slc: 0	quadrants: ['1']
filename: frame000332_rgb.pngbbox0	sequence: big0 big1 small2	success: False	combination: big0 big1 small2	high_attention_area_without_occlussion_slc: 0.2346742691532258	area_occluded_relative_to_gtbox: 0.23467426915322584	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000511_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.2926269923173948	area_occluded_relative_to_gtbox: 0.22997649352138516	high_attention_area_occluded_slc: 0.09882754271299163	quadrants: ['1', '3']
filename: frame000511_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.2926269923173948	area_occluded_relative_to_gtbox: 0.06265049879600963	high_attention_area_occluded_slc: 0.11961070978098842	quadrants: ['1', '2', '3', '4']
filename: frame000511_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.2926269923173948	area_occluded_relative_to_gtbox: 0.2926269923173948	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000246_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5287722586691659	area_occluded_relative_to_gtbox: 0.5287722586691659	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000135_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.45098774693673416	area_occluded_relative_to_gtbox: 0.340960240060015	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000135_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.45098774693673416	area_occluded_relative_to_gtbox: 0.11002750687671918	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000135_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.45098774693673416	area_occluded_relative_to_gtbox: 0.4509877469367342	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000460_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4413173307175211	area_occluded_relative_to_gtbox: 0.4413173307175211	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000459_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.42527667109340417	area_occluded_relative_to_gtbox: 0.42527667109340417	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: big2	high_attention_area_without_occlussion_slc: 0.2713491586538462	area_occluded_relative_to_gtbox: 0.2439903846153846	high_attention_area_occluded_slc: 0	quadrants: ['1', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.2713491586538462	area_occluded_relative_to_gtbox: 0.00985576923076923	high_attention_area_occluded_slc: 0.29837740384615385	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.2713491586538462	area_occluded_relative_to_gtbox: 0.25384615384615383	high_attention_area_occluded_slc: 0	quadrants: ['4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.2713491586538462	area_occluded_relative_to_gtbox: 0.017503004807692308	high_attention_area_occluded_slc: 0.320703125	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small0 big2	high_attention_area_without_occlussion_slc: 0.2713491586538462	area_occluded_relative_to_gtbox: 0.2614933894230769	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.2713491586538462	area_occluded_relative_to_gtbox: 0.02735877403846154	high_attention_area_occluded_slc: 0.3064002403846154	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: small0 small1 big2	success: False	combination: small0 small1 big2	high_attention_area_without_occlussion_slc: 0.2713491586538462	area_occluded_relative_to_gtbox: 0.2713491586538461	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000055_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.40672757475083055	area_occluded_relative_to_gtbox: 0.40672757475083055	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000516_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.2886960087479497	area_occluded_relative_to_gtbox: 0.27525970475669764	high_attention_area_occluded_slc: 0	quadrants: ['3']
filename: frame000516_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.2886960087479497	area_occluded_relative_to_gtbox: 0.013436303991252051	high_attention_area_occluded_slc: 0.22089939857845817	quadrants: ['1', '2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.2886960087479497	area_occluded_relative_to_gtbox: 0.2886960087479497	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000161_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7020552515681302	area_occluded_relative_to_gtbox: 0.7020552515681302	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000430_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5087119753561802	area_occluded_relative_to_gtbox: 0.5087119753561802	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000220_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.3204772776690585	area_occluded_relative_to_gtbox: 0.3204772776690585	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000204_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.30240618277428094	area_occluded_relative_to_gtbox: 0.26153294558202533	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000204_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0	high_attention_area_without_occlussion_slc: 0.30240618277428094	area_occluded_relative_to_gtbox: 0.0408732371922556	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000204_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.30240618277428094	area_occluded_relative_to_gtbox: 0.30240618277428094	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000214_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.3715792646172393	area_occluded_relative_to_gtbox: 0.3715792646172393	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000339_rgb.pngbbox0	sequence: big0 big1 small2	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.27340273363000633	area_occluded_relative_to_gtbox: 0.02642244119516847	high_attention_area_occluded_slc: 0.2762237762237762	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: big0 big1 small2	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.27340273363000633	area_occluded_relative_to_gtbox: 0.08124072896800169	high_attention_area_occluded_slc: 0.24920534011443102	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: big0 big1 small2	success: True	combination: big1 small2	high_attention_area_without_occlussion_slc: 0.27340273363000633	area_occluded_relative_to_gtbox: 0.10766317016317016	high_attention_area_occluded_slc: 0.1717524899343081	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: big0 big1 small2	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.27340273363000633	area_occluded_relative_to_gtbox: 0.1657395634668362	high_attention_area_occluded_slc: 0.09835240517058699	quadrants: ['1', '2']
filename: frame000339_rgb.pngbbox0	sequence: big0 big1 small2	success: False	combination: big0 small2	high_attention_area_without_occlussion_slc: 0.27340273363000633	area_occluded_relative_to_gtbox: 0.19216200466200467	high_attention_area_occluded_slc: 0	quadrants: ['2']
