filename: frame000230_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5032839290903807	area_occluded_relative_to_gtbox: 0.5032839290903807	high_attention_area_occluded_slc: 0.102324905550712	quadrants: []
filename: frame000465_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.40752808988764044	area_occluded_relative_to_gtbox: 0.2336828963795256	high_attention_area_occluded_slc: 0.06784019975031211	quadrants: ['1', '2', '3', '4']
filename: frame000465_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.40752808988764044	area_occluded_relative_to_gtbox: 0.17384519350811486	high_attention_area_occluded_slc: 0.29433208489388263	quadrants: ['1', '2', '3', '4']
filename: frame000465_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.40752808988764044	area_occluded_relative_to_gtbox: 0.40752808988764044	high_attention_area_occluded_slc: 0.05573033707865169	quadrants: []
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.10159889459139361	area_occluded_relative_to_gtbox: 0.012050927753651797	high_attention_area_occluded_slc: 0.12779313067508882	quadrants: ['2', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.10159889459139361	area_occluded_relative_to_gtbox: 0.04925977102250296	high_attention_area_occluded_slc: 0.10266482431898934	quadrants: ['1', '4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.10159889459139361	area_occluded_relative_to_gtbox: 0.061310698776154755	high_attention_area_occluded_slc: 0.13192854322937228	quadrants: ['4']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.10159889459139361	area_occluded_relative_to_gtbox: 0.04028819581523885	high_attention_area_occluded_slc: 0.12352941176470589	quadrants: ['1', '2']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small0 small2	high_attention_area_without_occlussion_slc: 0.10159889459139361	area_occluded_relative_to_gtbox: 0.052339123568890644	high_attention_area_occluded_slc: 0.12948085274378207	quadrants: ['2']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.10159889459139361	area_occluded_relative_to_gtbox: 0.0895479668377418	high_attention_area_occluded_slc: 0.07700355309909199	quadrants: ['1']
filename: frame000350_rgb.pngbbox0	sequence: small0 small1 small2	success: True	combination: small0 small1 small2	high_attention_area_without_occlussion_slc: 0.10159889459139361	area_occluded_relative_to_gtbox: 0.1015988945913936	high_attention_area_occluded_slc: 0.2383537307540466	quadrants: []
filename: frame000213_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.6997762457668119	area_occluded_relative_to_gtbox: 0.6997762457668119	high_attention_area_occluded_slc: 0.3776003870343493	quadrants: []
filename: frame000520_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5074084199015856	area_occluded_relative_to_gtbox: 0.5074084199015856	high_attention_area_occluded_slc: 0.10189994532531438	quadrants: []
filename: frame000499_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.3336536408285287	area_occluded_relative_to_gtbox: 0.3336536408285287	high_attention_area_occluded_slc: 0.07303010890454836	quadrants: []
filename: frame000195_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.6444753577106518	area_occluded_relative_to_gtbox: 0.6444753577106518	high_attention_area_occluded_slc: 0.39382949125596184	quadrants: []
filename: frame000428_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5014404432132964	area_occluded_relative_to_gtbox: 0.5014404432132964	high_attention_area_occluded_slc: 0.2722437673130194	quadrants: []
filename: frame000061_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.5414299242424242	area_occluded_relative_to_gtbox: 0.3770517676767677	high_attention_area_occluded_slc: 0.2765151515151515	quadrants: ['1', '2', '3', '4']
filename: frame000061_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5414299242424242	area_occluded_relative_to_gtbox: 0.16437815656565657	high_attention_area_occluded_slc: 0.5332228535353535	quadrants: ['1', '2', '3', '4']
filename: frame000061_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.5414299242424242	area_occluded_relative_to_gtbox: 0.5414299242424243	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000488_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.18002028397565922	area_occluded_relative_to_gtbox: 0.18002028397565922	high_attention_area_occluded_slc: 0.3537018255578093	quadrants: []
filename: frame000085_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8167485667485668	area_occluded_relative_to_gtbox: 0.8167485667485668	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000361_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.214568324757004	area_occluded_relative_to_gtbox: 0.17789594053744998	high_attention_area_occluded_slc: 0.012349914236706689	quadrants: ['3', '4']
filename: frame000361_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.214568324757004	area_occluded_relative_to_gtbox: 0.03667238421955403	high_attention_area_occluded_slc: 0.2092166952544311	quadrants: ['1', '2']
filename: frame000361_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.214568324757004	area_occluded_relative_to_gtbox: 0.214568324757004	high_attention_area_occluded_slc: 0.031000571755288735	quadrants: []
filename: frame000133_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5124018189334436	area_occluded_relative_to_gtbox: 0.5124018189334436	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000434_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.3270733969263381	area_occluded_relative_to_gtbox: 0.3270733969263381	high_attention_area_occluded_slc: 0.3324059353471118	quadrants: []
filename: frame000332_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.44132749495967744	area_occluded_relative_to_gtbox: 0.20903162802419356	high_attention_area_occluded_slc: 0.22775957661290322	quadrants: ['1', '3', '4']
filename: frame000332_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.44132749495967744	area_occluded_relative_to_gtbox: 0.042984501008064516	high_attention_area_occluded_slc: 0.36432081653225806	quadrants: ['1', '2', '3', '4']
filename: frame000332_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.44132749495967744	area_occluded_relative_to_gtbox: 0.25201612903225806	high_attention_area_occluded_slc: 0.25023626512096775	quadrants: ['3', '4']
filename: frame000332_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.44132749495967744	area_occluded_relative_to_gtbox: 0.18931136592741934	high_attention_area_occluded_slc: 0.3033644153225806	quadrants: ['1', '2', '3', '4']
filename: frame000332_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: big0 big2	high_attention_area_without_occlussion_slc: 0.44132749495967744	area_occluded_relative_to_gtbox: 0.3983429939516129	high_attention_area_occluded_slc: 0	quadrants: ['1', '3']
filename: frame000332_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.44132749495967744	area_occluded_relative_to_gtbox: 0.23229586693548387	high_attention_area_occluded_slc: 0.24916519657258066	quadrants: ['1', '2', '3', '4']
filename: frame000332_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: big0 small1 big2	high_attention_area_without_occlussion_slc: 0.44132749495967744	area_occluded_relative_to_gtbox: 0.44132749495967744	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000511_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.6641296869625043	area_occluded_relative_to_gtbox: 0.6641296869625043	high_attention_area_occluded_slc: 0.03255073959408325	quadrants: []
filename: frame000246_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.6897141518275539	area_occluded_relative_to_gtbox: 0.6897141518275539	high_attention_area_occluded_slc: 0.09978912839737582	quadrants: []
filename: frame000503_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.21089071142475682	area_occluded_relative_to_gtbox: 0.21089071142475682	high_attention_area_occluded_slc: 0.06625977493801259	quadrants: []
filename: frame000033_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7057387057387058	area_occluded_relative_to_gtbox: 0.7057387057387058	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000135_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.9608027006751688	area_occluded_relative_to_gtbox: 0.9608027006751688	high_attention_area_occluded_slc: 0.1184671167791948	quadrants: []
filename: frame000460_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4173278324341479	area_occluded_relative_to_gtbox: 0.4173278324341479	high_attention_area_occluded_slc: 0.17388419260840715	quadrants: []
filename: frame000459_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.26005607200826325	area_occluded_relative_to_gtbox: 0.18776744872362403	high_attention_area_occluded_slc: 0.28952338792976245	quadrants: ['3', '4']
filename: frame000459_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.26005607200826325	area_occluded_relative_to_gtbox: 0.07228862328463923	high_attention_area_occluded_slc: 0.2329201711671831	quadrants: ['1', '2', '3', '4']
filename: frame000459_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.26005607200826325	area_occluded_relative_to_gtbox: 0.26005607200826325	high_attention_area_occluded_slc: 0.07076877674487236	quadrants: []
filename: frame000477_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.6365756162558295	area_occluded_relative_to_gtbox: 0.6365756162558295	high_attention_area_occluded_slc: 0.19870086608927381	quadrants: []
filename: frame000335_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.30746694711538464	area_occluded_relative_to_gtbox: 0.18451021634615383	high_attention_area_occluded_slc: 0.011087740384615385	quadrants: ['3', '4']
filename: frame000335_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.30746694711538464	area_occluded_relative_to_gtbox: 0.12295673076923076	high_attention_area_occluded_slc: 0.13446514423076922	quadrants: ['1', '2', '3', '4']
filename: frame000335_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.30746694711538464	area_occluded_relative_to_gtbox: 0.3074669471153846	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000055_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5566445182724252	area_occluded_relative_to_gtbox: 0.5566445182724252	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: big3	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.25015035538545655	high_attention_area_occluded_slc: 0.05467468562055768	quadrants: ['2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small2	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.03776653909240022	high_attention_area_occluded_slc: 0.30019136139967195	quadrants: ['1', '2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small2 big3	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.2879168944778568	high_attention_area_occluded_slc: 0.010798250410060143	quadrants: ['3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.017700929469655548	high_attention_area_occluded_slc: 0.2865363586659377	quadrants: ['1', '2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small1 big3	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.2678512848551121	high_attention_area_occluded_slc: 0.039967195188627666	quadrants: ['2', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.05546746856205577	high_attention_area_occluded_slc: 0.26254784034991796	quadrants: ['1', '2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small1 small2 big3	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.3056178239475123	high_attention_area_occluded_slc: 0.01979223619464188	quadrants: ['4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.011864406779661017	high_attention_area_occluded_slc: 0.27318206670311646	quadrants: ['1', '2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 big3	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.26201476216511754	high_attention_area_occluded_slc: 0.11261618370694368	quadrants: ['2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small2	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.04963094587206124	high_attention_area_occluded_slc: 0.28292782941498085	quadrants: ['1', '2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small2 big3	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.2997813012575178	high_attention_area_occluded_slc: 0.011221979223619465	quadrants: ['3']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.029565336249316565	high_attention_area_occluded_slc: 0.3053307818480044	quadrants: ['1', '2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small1 big3	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.2797156916347731	high_attention_area_occluded_slc: 0.09404045926735921	quadrants: ['2', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small1 small2	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.06733187534171678	high_attention_area_occluded_slc: 0.04859212684527064	quadrants: ['1', '2', '3', '4']
filename: frame000516_rgb.pngbbox0	sequence: small0 small1 small2 big3	success: True	combination: small0 small1 small2 big3	high_attention_area_without_occlussion_slc: 0.3174822307271733	area_occluded_relative_to_gtbox: 0.3174822307271733	high_attention_area_occluded_slc: 0.010798250410060143	quadrants: []
filename: frame000161_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7698518617376218	area_occluded_relative_to_gtbox: 0.7698518617376218	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000475_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4707379134860051	area_occluded_relative_to_gtbox: 0.4707379134860051	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000430_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5025028879476319	area_occluded_relative_to_gtbox: 0.5025028879476319	high_attention_area_occluded_slc: 0.4954274162495187	quadrants: []
filename: frame000220_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.7171395955642531	area_occluded_relative_to_gtbox: 0.7171395955642531	high_attention_area_occluded_slc: 0.23662752772341814	quadrants: []
filename: frame000204_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.7022946378774599	area_occluded_relative_to_gtbox: 0.7022946378774599	high_attention_area_occluded_slc: 0.18946697474304836	quadrants: []
filename: frame000091_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.9343869731800766	area_occluded_relative_to_gtbox: 0.9343869731800766	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000443_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.5661408233936129	area_occluded_relative_to_gtbox: 0.5661408233936129	high_attention_area_occluded_slc: 0.08924586379376684	quadrants: []
filename: frame000214_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.7382459312839059	area_occluded_relative_to_gtbox: 0.7382459312839059	high_attention_area_occluded_slc: 0.29237492465340564	quadrants: []
filename: frame000339_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.2725948294130112	area_occluded_relative_to_gtbox: 0.15115755456664548	high_attention_area_occluded_slc: 0.29171964399237127	quadrants: ['1', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.2725948294130112	area_occluded_relative_to_gtbox: 0.009310764992583175	high_attention_area_occluded_slc: 0.16898442466624286	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.2725948294130112	area_occluded_relative_to_gtbox: 0.16046831955922866	high_attention_area_occluded_slc: 0.10015363424454334	quadrants: ['3', '4']
filename: frame000339_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.2725948294130112	area_occluded_relative_to_gtbox: 0.11212650985378259	high_attention_area_occluded_slc: 0.21639913117185844	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0 big2	high_attention_area_without_occlussion_slc: 0.2725948294130112	area_occluded_relative_to_gtbox: 0.26328406442042807	high_attention_area_occluded_slc: 0.17136840432294978	quadrants: ['1', '3']
filename: frame000339_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.2725948294130112	area_occluded_relative_to_gtbox: 0.12143727484636577	high_attention_area_occluded_slc: 0.2829651409196864	quadrants: ['1', '2', '3', '4']
filename: frame000339_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0 small1 big2	high_attention_area_without_occlussion_slc: 0.2725948294130112	area_occluded_relative_to_gtbox: 0.2725948294130113	high_attention_area_occluded_slc: 0.15771349862258954	quadrants: []
filename: frame000094_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 1.0273190621814474	area_occluded_relative_to_gtbox: 1.0273190621814474	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000355_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.19431114551083592	area_occluded_relative_to_gtbox: 0.14358552631578947	high_attention_area_occluded_slc: 0.19368227554179568	quadrants: ['3', '4']
filename: frame000355_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.19431114551083592	area_occluded_relative_to_gtbox: 0.05072561919504644	high_attention_area_occluded_slc: 0.2412732198142415	quadrants: ['1', '2', '3', '4']
filename: frame000355_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.19431114551083592	area_occluded_relative_to_gtbox: 0.1943111455108359	high_attention_area_occluded_slc: 0.1209171826625387	quadrants: []
filename: frame000254_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.42857142857142855	area_occluded_relative_to_gtbox: 0.42857142857142855	high_attention_area_occluded_slc: 0.07225446428571429	quadrants: []
filename: frame000209_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.4647921522921523	area_occluded_relative_to_gtbox: 0.4647921522921523	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: small3	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.06152301513747297	high_attention_area_occluded_slc: 0.23308619091751623	quadrants: ['1', '2', '3', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.07088353413654619	high_attention_area_occluded_slc: 0.188801359283287	quadrants: ['1', '2', '3', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: big2 small3	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.13240654927401915	high_attention_area_occluded_slc: 0.22480691998764288	quadrants: ['1', '2', '3', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.01285140562248996	high_attention_area_occluded_slc: 0.248887859128823	quadrants: ['1', '2', '3', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: small1 small3	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.07437442075996294	high_attention_area_occluded_slc: 0.25790855730614765	quadrants: ['1', '2', '3', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.08373493975903615	high_attention_area_occluded_slc: 0.20118937287611988	quadrants: ['1', '2', '3', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: small1 big2 small3	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.1452579548965091	high_attention_area_occluded_slc: 0.18724127278344146	quadrants: ['1', '2', '3', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.12675316651220267	high_attention_area_occluded_slc: 0.21436515291936978	quadrants: ['1', '2', '3', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: big0 small3	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.18827618164967563	high_attention_area_occluded_slc: 0.17537843682421997	quadrants: ['1', '2', '3', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: big0 big2	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.19763670064874886	high_attention_area_occluded_slc: 0.18246833487797343	quadrants: ['1', '2', '3']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: big0 big2 small3	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.2591597157862218	high_attention_area_occluded_slc: 0.09921223354958295	quadrants: ['1', '3']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.13960457213469263	high_attention_area_occluded_slc: 0.2882761816496756	quadrants: ['1', '2', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: big0 small1 small3	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.2011275872721656	high_attention_area_occluded_slc: 0.18444547420451035	quadrants: ['2', '4']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: big0 small1 big2	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.21048810627123882	high_attention_area_occluded_slc: 0.206317578004325	quadrants: ['1', '2']
filename: frame000457_rgb.pngbbox0	sequence: big0 small1 big2 small3	success: True	combination: big0 small1 big2 small3	high_attention_area_without_occlussion_slc: 0.27201112140871175	area_occluded_relative_to_gtbox: 0.2720111214087118	high_attention_area_occluded_slc: 0.060225517454433115	quadrants: []
filename: frame000464_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.31497690560645114	area_occluded_relative_to_gtbox: 0.19035649577666064	high_attention_area_occluded_slc: 0.17128129226529207	quadrants: ['3', '4']
filename: frame000464_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.31497690560645114	area_occluded_relative_to_gtbox: 0.12462040982979049	high_attention_area_occluded_slc: 0.15142776941332584	quadrants: ['1', '2', '3', '4']
filename: frame000464_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.31497690560645114	area_occluded_relative_to_gtbox: 0.31497690560645114	high_attention_area_occluded_slc: 0.08065174675274964	quadrants: []
filename: frame000232_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.49031380990143875	area_occluded_relative_to_gtbox: 0.49031380990143875	high_attention_area_occluded_slc: 0.1861334541746913	quadrants: []
filename: frame000507_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.3322253267816424	area_occluded_relative_to_gtbox: 0.31819057712689086	high_attention_area_occluded_slc: 0.031040241513312136	quadrants: ['1', '3']
filename: frame000507_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.3322253267816424	area_occluded_relative_to_gtbox: 0.014034749654751582	high_attention_area_occluded_slc: 0.20520602498635065	quadrants: ['1', '2', '3', '4']
filename: frame000507_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.3322253267816424	area_occluded_relative_to_gtbox: 0.33222532678164246	high_attention_area_occluded_slc: 0.1501108006551691	quadrants: []
filename: frame000346_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.2738436734437488	area_occluded_relative_to_gtbox: 0.13916748675642288	high_attention_area_occluded_slc: 0.13187043279800667	quadrants: ['1', '2', '3', '4']
filename: frame000346_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.2738436734437488	area_occluded_relative_to_gtbox: 0.13467618668732595	high_attention_area_occluded_slc: 0.21669214179526372	quadrants: ['1', '2']
